"seed","PLci","percolation"
1,0.0595238095238095,74
2,0.0396825396825397,385
3,0.0595238095238095,84
4,0.0436507936507936,486
5,0.0515873015873016,72
6,0.0634920634920635,465
7,0.0357142857142857,106
8,0.0674603174603175,600
9,0.0436507936507936,48
10,0.0317460317460317,245
11,0.0595238095238095,76
12,0.0357142857142857,390
13,0.0357142857142857,32
14,0.0634920634920635,370
15,0.0357142857142857,62
16,0.0674603174603175,498
17,0.0515873015873016,34
18,0.0317460317460317,265
19,0.0357142857142857,48
20,0.0833333333333333,336
21,0.0515873015873016,34
22,0.0793650793650794,320
23,0.0357142857142857,52
24,0.0595238095238095,390
25,0.0357142857142857,40
26,0.0396825396825397,57
27,0.0436507936507936,32
28,0.0357142857142857,112
29,0.0595238095238095,38
30,0.0595238095238095,144
31,0.0436507936507936,48
32,0.0357142857142857,132
33,0.0515873015873016,256
34,0.0555555555555556,26
35,0.0634920634920635,44
36,0.126984126984127,207
37,0.0476190476190476,40
38,0.0555555555555556,41
39,0.0634920634920635,55
40,0.0873015873015873,1131
41,0.126984126984127,63
42,0.0595238095238095,178
43,0.0714285714285714,42
44,0.0873015873015873,132
45,0.0634920634920635,35
46,0.0515873015873016,164
47,0.0555555555555556,25
48,0.0634920634920635,43
49,0.0714285714285714,177
50,0.0476190476190476,25
51,0.0555555555555556,17
52,0.0634920634920635,31
53,0.146825396825397,834
54,0.0714285714285714,56
55,0.0595238095238095,148
56,0.0714285714285714,40
57,0.0555555555555556,102
58,0.0634920634920635,29
59,0.0436507936507936,196
60,0.0555555555555556,22
61,0.0634920634920635,25
62,0.0396825396825397,120
63,0.0476190476190476,35
64,0.0555555555555556,19
65,0.0634920634920635,27
66,0.0753968253968254,642
67,0.0714285714285714,50
68,0.0595238095238095,114
69,0.0714285714285714,29
70,0.0873015873015873,96
71,0.0634920634920635,28
72,0.0634920634920635,165
73,0.0634920634920635,41
74,0.0634920634920635,22
75,0.0476190476190476,30
76,0.0833333333333333,232
77,0.0555555555555556,33
78,0.0714285714285714,69
79,0.0793650793650794,33
80,0.0357142857142857,48
81,0.0396825396825397,14
82,0.0753968253968254,106
83,0.126984126984127,67
84,0.0515873015873016,112
85,0.0753968253968254,96
86,0.0714285714285714,41
87,0.0714285714285714,48
88,0.0396825396825397,210
89,0.0555555555555556,47
90,0.126984126984127,71
91,0.0753968253968254,106
92,0.0674603174603175,74
93,0.0714285714285714,37
94,0.0714285714285714,45
95,0.0396825396825397,264
96,0.0555555555555556,52
97,0.126984126984127,67
98,0.0753968253968254,110
99,0.0753968253968254,82
100,0.0714285714285714,27
101,0.0714285714285714,29
102,0.0396825396825397,237
103,0.0555555555555556,46
104,0.126984126984127,68
105,0.0595238095238095,122
106,0.0833333333333333,78
107,0.0555555555555556,24
108,0.0555555555555556,19
109,0.126984126984127,231
110,0.0555555555555556,42
111,0.0357142857142857,116
112,0.0396825396825397,19
113,0.0277777777777778,54
114,0.0396825396825397,19
115,0.0119047619047619,0
116,0.0238095238095238,3
117,0.0119047619047619,0
118,0.0238095238095238,4
119,0.0357142857142857,180
120,0.0396825396825397,33
121,0.0833333333333333,174
122,0.0396825396825397,28
123,0.0357142857142857,0
124,0.0238095238095238,5
125,0.0119047619047619,0
126,0.0238095238095238,6
127,0.0753968253968254,154
128,0.0396825396825397,24
129,0.0357142857142857,140
130,0.0396825396825397,19
131,0.0357142857142857,0
132,0.0238095238095238,7
133,0.0119047619047619,0
134,0.0238095238095238,4
135,0.0357142857142857,80
136,0.0396825396825397,20
137,0.0595238095238095,78
138,0.0396825396825397,19
139,0.0119047619047619,0
140,0.0238095238095238,8
141,0.0119047619047619,0
142,0.0238095238095238,8
143,0.0277777777777778,48
144,0.0595238095238095,84
145,0.0277777777777778,76
146,0.0277777777777778,72
147,0.0277777777777778,106
148,0.123015873015873,122
149,0.0515873015873016,48
150,0.0595238095238095,76
151,0.0436507936507936,46
152,0.0515873015873016,32
153,0.0595238095238095,62
154,0.0674603174603175,108
155,0.0515873015873016,38
156,0.0595238095238095,48
157,0.0515873015873016,68
158,0.0515873015873016,34
159,0.0595238095238095,52
160,0.0753968253968254,96
161,0.0277777777777778,78
162,0.0277777777777778,38
163,0.0436507936507936,48
164,0.0277777777777778,62
165,0.0674603174603175,46
166,0.0634920634920635,303
167,0.0714285714285714,303
168,0.0555555555555556,249
169,0.0912698412698413,744
170,0.123015873015873,960
171,0.0992063492063492,352
172,0.0555555555555556,620
173,0.0992063492063492,212
174,0.0912698412698413,174
175,0.0357142857142857,130
176,0.0436507936507936,148
177,0.0436507936507936,94
