"seed","PLci","percolation"
1,0.122950819672131,56
2,0.163934426229508,275
3,0.122950819672131,62
4,0.221311475409836,312
5,0.0737704918032787,58
6,0.0983606557377049,285
7,0.0737704918032787,80
8,0.139344262295082,390
9,0.0573770491803279,46
10,0.0819672131147541,69
11,0.0901639344262295,36
12,0.10655737704918,140
13,0.122950819672131,38
14,0.10655737704918,162
15,0.0901639344262295,28
16,0.0901639344262295,116
17,0.139344262295082,212
18,0.114754098360656,21
19,0.131147540983607,32
20,0.213114754098361,147
21,0.0983606557377049,30
22,0.114754098360656,30
23,0.131147540983607,43
24,0.180327868852459,531
25,0.19672131147541,42
26,0.122950819672131,126
27,0.147540983606557,39
28,0.114754098360656,111
29,0.131147540983607,33
30,0.114754098360656,205
31,0.131147540983607,32
32,0.131147540983607,20
33,0.0983606557377049,17
34,0.172131147540984,216
35,0.114754098360656,33
36,0.147540983606557,60
37,0.163934426229508,31
38,0.0737704918032787,70
39,0.0819672131147541,21
40,0.155737704918033,102
41,0.19672131147541,37
42,0.155737704918033,92
43,0.139344262295082,78
44,0.147540983606557,26
45,0.147540983606557,38
46,0.213114754098361,147
47,0.114754098360656,35
48,0.19672131147541,45
49,0.122950819672131,82
50,0.172131147540984,94
51,0.114754098360656,24
52,0.114754098360656,28
53,0.0819672131147541,162
54,0.114754098360656,44
55,0.10655737704918,86
56,0.0819672131147541,12
57,0.0573770491803279,54
58,0.0819672131147541,14
59,0.0737704918032787,0
60,0.0491803278688525,4
61,0.0737704918032787,0
62,0.0491803278688525,6
63,0.172131147540984,136
64,0.0819672131147541,35
65,0.0737704918032787,146
66,0.0819672131147541,34
67,0.0737704918032787,0
68,0.0491803278688525,7
69,0.0245901639344262,0
70,0.0491803278688525,8
71,0.122950819672131,38
72,0.122950819672131,62
73,0.10655737704918,56
74,0.10655737704918,58
75,0.122950819672131,80
76,0.188524590163934,80
77,0.0573770491803279,60
78,0.122950819672131,38
79,0.0901639344262295,28
80,0.10655737704918,62
81,0.0901639344262295,40
82,0.147540983606557,234
83,0.131147540983607,385
84,0.172131147540984,130
85,0.0737704918032787,100
86,0.10655737704918,112
87,0.0737704918032787,68
88,0.188524590163934,170
89,0.114754098360656,120
90,0.0737704918032787,56
91,0.0573770491803279,24
92,0.040983606557377,0
93,0.172131147540984,88
94,0.0901639344262295,0
95,0.0573770491803279,62
96,0.0901639344262295,0
97,0.147540983606557,93
98,0.0737704918032787,66
99,0.040983606557377,0
100,0.0737704918032787,58
101,0.040983606557377,0
102,0.114754098360656,114
103,0.122950819672131,256
104,0.0983606557377049,177
105,0.0983606557377049,87
106,0.0983606557377049,99
107,0.122950819672131,68
108,0.0983606557377049,162
109,0.0901639344262295,24
110,0.0573770491803279,24
111,0.0901639344262295,26
112,0.0901639344262295,34
113,0.0983606557377049,51
114,0.0901639344262295,54
115,0.0983606557377049,81
116,0.0819672131147541,10
117,0.0901639344262295,54
118,0.10655737704918,46
119,0.0819672131147541,126
120,0.114754098360656,111
121,0.0901639344262295,52
122,0.10655737704918,56
