"seed","PLci","percolation"
1,1.71428571428571,53550
2,1.54017857142857,82502
3,1.98214285714286,45180
4,1.79017857142857,46664
5,1.73214285714286,92150
6,1.76339285714286,100548
7,1.87053571428571,23364
8,1.52232142857143,117885
9,1.80357142857143,36685
10,1.75,77924
11,1.59375,27966
12,1.72767857142857,52933
13,1.64732142857143,114104
14,1.83035714285714,31556
15,1.88392857142857,52290
16,1.46428571428571,60104
17,2.02232142857143,33904
18,2.04910714285714,54080
19,1.9375,78678
20,1.86160714285714,48480
21,1.73214285714286,42840
22,1.88839285714286,53704
23,1.69642857142857,87156
24,2.00892857142857,47880
25,2.00446428571429,49872
26,1.64732142857143,63580
27,1.69196428571429,55200
28,1.6875,45862
29,1.71875,89544
30,1.87053571428571,27960
31,1.96428571428571,19838
32,1.58482142857143,79591
33,1.79464285714286,43015
34,1.40178571428571,55370
35,1.82142857142857,52380
36,1.57142857142857,78192
37,1.98660714285714,33740
38,2.125,39384
39,1.66517857142857,45237
40,1.83035714285714,51360
41,0.330357142857143,27930
42,1.58035714285714,45695
43,1.63392857142857,55390
44,1.72321428571429,51260
45,1.58035714285714,80333
46,1.72321428571429,62328
47,1.6875,67681
48,1.92857142857143,79590
49,1.54464285714286,93786
50,1.57142857142857,71330
51,0.0491071428571429,14260
52,0.8125,9400
53,1.60714285714286,71232
54,1.58928571428571,105980
55,1.61607142857143,87381
56,1.60267857142857,55180
57,1.97321428571429,47775
58,1.84375,20881
59,1.86607142857143,67904
60,1.69196428571429,76160
61,1.74107142857143,54936
62,2.18303571428571,43092
63,2.22321428571429,23860
64,1.69642857142857,95150
65,0.0535714285714286,616
66,0.0580357142857143,528
67,1.62053571428571,56880
68,1.86160714285714,48360
69,1.72321428571429,81900
70,1.8125,35392
71,1.83035714285714,53031
72,2.20982142857143,26330
73,2.08482142857143,41832
74,1.92410714285714,36317
75,1.85267857142857,66080
76,1.84375,46020
77,1.6875,57850
78,0.428571428571429,8985
79,1.84821428571429,33550
80,1.66071428571429,40545
81,0.571428571428571,3180
82,1.51785714285714,41819
83,2.01339285714286,26138
84,0.495535714285714,28788
85,1.70535714285714,36315
86,1.73214285714286,45715
87,1.54017857142857,48672
88,2.24553571428571,12108
89,1.59821428571429,61110
90,1.70089285714286,33300
91,1.75,54530
92,0.705357142857143,52326
93,1.53571428571429,40896
94,1.83482142857143,69972
95,1.71875,85383
96,1.94196428571429,68067
97,1.9375,61480
98,0.625,51865
99,1.74553571428571,63184
100,0.03125,0
101,0.0982142857142857,6477
102,2.03125,39096
103,1.75,44362
104,1.75892857142857,17019
105,2.04017857142857,38505
106,2.03125,50736
107,1.54910714285714,56210
108,1.84821428571429,24768
109,1.86160714285714,16544
110,2.17410714285714,15402
111,2.17857142857143,37058
112,1.96428571428571,49036
113,1.92857142857143,60760
114,1.74107142857143,55309
115,1.96428571428571,34289
116,2.03571428571429,29430
117,1.81696428571429,68524
118,1.99107142857143,62500
119,1.67857142857143,95640
120,1.64285714285714,63543
121,1.69642857142857,82314
122,2.11160714285714,28281
123,0.0535714285714286,7701
124,0.03125,7396
125,1.85267857142857,37960
126,1.58482142857143,48422
127,0.0714285714285714,428
128,0.102678571428571,11724
129,1.79017857142857,51578
130,1.79017857142857,60885
131,1.81696428571429,73728
132,1.63839285714286,61306
133,1.88839285714286,9090
134,2.20535714285714,47460
135,2.14732142857143,24885
136,1.90178571428571,36648
137,1.88392857142857,20615
138,1.62946428571429,69384
139,1.77232142857143,25305
140,1.73214285714286,68976
141,0.0848214285714286,2766
142,0.0848214285714286,2766
143,0.727678571428571,33740
144,2.37946428571429,43140
145,1.83035714285714,65550
146,1.65178571428571,49518
147,1.90625,27149
148,1.78125,71340
149,1.81696428571429,20999
150,1.82142857142857,40032
151,2.14732142857143,17591
152,1.95982142857143,15652
153,2.13392857142857,35008
154,2.33482142857143,28650
155,1.96875,11547
156,1.86160714285714,57870
157,1.58928571428571,67968
158,1.86607142857143,17993
159,0.736607142857143,31848
160,2.40178571428571,19985
161,2.36607142857143,21840
162,2.37946428571429,43140
163,2.41071428571429,29690
164,2.07142857142857,32136
165,2.39285714285714,41566
166,2.33482142857143,22896
167,1.82589285714286,58683
168,1.98660714285714,20228
169,2.01339285714286,54201
170,1.87946428571429,35350
171,2.11160714285714,23076
172,1.77678571428571,35607
173,2.04017857142857,43486
174,0.0491071428571429,25200
175,0.0580357142857143,528
176,2.0625,59934
177,2.02232142857143,53372
178,2.12053571428571,38664
179,0.0580357142857143,528
180,0.0446428571428571,616
181,0.0625,44
182,0.0535714285714286,264
183,2.0625,14688
184,0.200892857142857,22416
185,1.93303571428571,15004
186,2.125,37111
187,2.73214285714286,25299
188,2.16964285714286,10852
189,2.19196428571429,53380
190,0.0669642857142857,18112
191,0.111607142857143,12360
192,2.47321428571429,36725
193,2.24553571428571,40544
194,0.388392857142857,13840
195,2.05803571428571,13672
196,1.88839285714286,42048
197,0.651785714285714,2779
198,0.433035714285714,10668
199,0.0714285714285714,0
200,0.379464285714286,6316
201,2.45535714285714,32098
202,2.13839285714286,14464
203,0.299107142857143,20028
204,2.62946428571429,10791
205,2.11607142857143,27090
206,2.23214285714286,17004
207,2.24553571428571,16098
208,0.508928571428571,8193
209,2.10714285714286,15239
210,2.37053571428571,24714
211,2.33482142857143,8217
212,0.397321428571429,6438
213,0.0446428571428571,1421
214,0.0535714285714286,1808
215,0.03125,7396
216,0.0625,440
217,0.316964285714286,5052
218,0.455357142857143,9465
219,0.0803571428571429,504
220,0.0892857142857143,1383
221,0.0758928571428571,0
222,0.120535714285714,0
223,0.0133928571428571,0
224,0.3125,3079
